รหัสพัสดุ,รายละเอียดพัสดุ,"หน่วย
นับ",ราคากลาง,ประเภท,ใช้ในงานแก้ไฟ
1060070706,METER SMART 3P 4W 230/400V 5(45)A PLC,EA,"2,573.00",พัสดุหลัก,ไม่ใช้
1060070709,METER SMART 3P 4W 230/400V 5(100)A PLC,EA,"3,034.00",พัสดุหลัก,ไม่ใช้
1060070713,METER SMART 3P 4W 230/400V 5(6)A GPRS,EA,"2,122.00",พัสดุหลัก,ไม่ใช้
1060070717,METER SMART 3P 3W 3x110V 5(6)A GPRS,EA,"3,879.00",พัสดุหลัก,ไม่ใช้
1000120002,"คอนสาย แบบเหล็กฉาก ขนาด 150x150x12 มม. ยาว 4,500 มม.",EA,"6,016.00",พัสดุรอง,ไม่ใช้
1000120004,"คอนเหล็กรูปรางน้ำ แบบท้าวแขน ขนาด 150x75x9 มม. ยาว 3,000 มม.",EA,"3,965.00",พัสดุรอง,ไม่ใช้
1000120006,"คอนเหล็กกลวง สี่เหลี่ยมจตุรัส ขนาด 100x100x3.2 มม. ยาว 2,000 มม.",EA,"1,688.00",พัสดุรอง,ไม่ใช้
1010000100,เหล็กรูปรางน้ำ ขนาด 100x50x5 มม. ยาว 2.25 ม.,EA,"1,076.00",พัสดุรอง,ไม่ใช้
1010000103,"เหล็กรูปรางน้ำ ขนาด 100x50x5 มม. ยาว 4,200 มม.",EA,"1,898.00",พัสดุรอง,ไม่ใช้
1010000302,"เหล็กรูปรางน้ำ ขนาด 150x75x6.5 มม. ยาว 4,500 มม.",EA,"4,645.00",พัสดุรอง,ไม่ใช้
1010000303,"เหล็กรูปรางน้ำ ขนาด 150x75x6.5 มม. ยาว 6,000 มม.",EA,"6,118.00",พัสดุรอง,ไม่ใช้
1010000304,"เหล็กรูปรางน้ำ ขนาด 150x75x6.5 มม. ยาว 2,500 มม",EA,"3,399.00",พัสดุรอง,ไม่ใช้
1010000400,"เหล็กรูปรางน้ำ ขนาด 200x80x7.5 มม. ยาว 1,000 มม.",EA,"1,756.00",พัสดุรอง,ไม่ใช้
1010010000,"เหล็กฉาก ขนาด 65x65x6 มม. ยาว 1,000 มม.",EA,275,พัสดุรอง,ไม่ใช้
1010010003,"เหล็กฉาก รับสายล่อฟ้าทางตรงขนาด 65x65x6 มม.ยาว 2,250 มม.",EA,630,พัสดุรอง,ไม่ใช้
1010010004,"เหล็กฉาก รับสายล่อฟ้า ขนาด 65x65x6 มม. ยาว 2,500 มม.",EA,702,พัสดุรอง,ไม่ใช้
1010010005,"เหล็กฉาก รับสายล่อฟ้าทางโค้ง ขนาด 65x65x6 มม. ยาว 2,500 มม.",EA,"1,356.00",พัสดุรอง,ไม่ใช้
1010010100,"เหล็กฉาก ขนาด 75x75x6 มม. ยาว 3,500 มม.",EA,"1,211.00",พัสดุรอง,ไม่ใช้
1010010101,"เหล็กฉาก ขนาด 75x75x6 มม. ยาว 4,100 มม.",EA,"1,453.00",พัสดุรอง,ไม่ใช้
1010030002,แผ่นเหล็ก ขนาด 6x100x450 มม.,EA,120,พัสดุรอง,ไม่ใช้
1010030006,แผ่นเหล็กประกอบหัวเสา ตามแบบเลขที่ SA3-015/44004,EA,24.9,พัสดุรอง,ไม่ใช้
1010030007,แผ่นเหล็กประกอบโคนเสา ตามแบบเลขที่ SA3-015/44004,EA,43.8,พัสดุรอง,ไม่ใช้
1010030100,แผ่นเหล็กยื่นสองปลาย ขนาด 12x100x650 มม.,EA,374,พัสดุรอง,ไม่ใช้
1010030102,แผ่นเหล็กยื่นสองปลาย ขนาด 12x100x760 มม.,EA,437,พัสดุรอง,ไม่ใช้
1010050000,ท่อเหล็ก ขนาดระบุ 20 ประเภทที่ 2 ยาว 100 มม. มอก.277 แต่ไม่มีเกลียวที่ปลาย,EA,21.3,พัสดุรอง,ไม่ใช้
1010050002,ท่อเหล็ก ขนาดระบุ 20 ประเภทที่ 2 ยาว 150 มม. มอก.277 แต่ไม่มีเกลียวที่ปลาย,EA,27.4,พัสดุรอง,ไม่ใช้
1010060024,SUPPORT.JOINT BOX.FOR OPGW.DIA. 14 MM.,EA,441,พัสดุรอง,ไม่ใช้
1010060025,BRACKET.FOR OPGW.DIA.14 MM.COIL,EA,772,พัสดุรอง,ไม่ใช้
1010060026,JOINT BOX. 2 WAY.FOR OPGW,EA,"27,650.00",พัสดุรอง,ไม่ใช้
1010060027,JOINT BOX.3 WAY.OPGW AND APPROACH CABLE,EA,"28,130.00",พัสดุรอง,ไม่ใช้
1010100000,ลวดเหล็กกลม เส้นผ่านศูนย์กลาง 4.0 มม.เส้นเดียว มอก.71,KG,61.8,พัสดุรอง,ไม่ใช้
1010100002,ลวดเหล็กตีเกลียว 25 ต.มม. มอก.404,M,16.8,พัสดุรอง,ไม่ใช้
1010100003,ลวดเหล็กตีเกลียว 35 ต.มม. มอก.404,M,22.7,พัสดุรอง,ไม่ใช้
1010100004,ลวดเหล็กตีเกลียว 50/7 ต.มม. มอก.404,M,33.6,พัสดุรอง,ไม่ใช้
1010100006,ลวดเหล็กตีเกลียว 95 ต.มม. มอก.404,M,62.1,พัสดุรอง,ไม่ใช้
1010100100,"OPGW.24C.DIA.14 mm., SC.100 kA2.SEC",M,126,พัสดุรอง,ไม่ใช้
1010100102,"OPGW.24C.DIA.14.MM.,SC.70.kA2.SEC",M,126,พัสดุรอง,ไม่ใช้
1010110100,สลักเกลียว เอ็ม 12x35 มม.,EA,14.9,พัสดุรอง,ใช้
1010110101,สลักเกลียว เอ็ม 12x50 มม.,EA,17.3,พัสดุรอง,ใช้
1010110200,สลักเกลียว เอ็ม 16x130 มม.,EA,21.6,พัสดุรอง,ใช้
1010110201,สลักเกลียว เอ็ม 16x170 มม.,EA,25.5,พัสดุรอง,ใช้
1010110202,สลักเกลียว เอ็ม 16x200 มม.,EA,27.8,พัสดุรอง,ใช้
1010110203,สลักเกลียว เอ็ม 16x250 มม.,EA,34.7,พัสดุรอง,ใช้
1010110204,สลักเกลียว เอ็ม 16x300 มม.,EA,41.7,พัสดุรอง,ใช้
1010110205,สลักเกลียว เอ็ม 16x350 มม.,EA,46.3,พัสดุรอง,ใช้
1010110206,สลักเกลียว เอ็ม 16x400 มม.,EA,52.5,พัสดุรอง,ใช้
1010110207,สลักเกลียว เอ็ม 16x450 มม.,EA,58.6,พัสดุรอง,ใช้
1010110208,สลักเกลียว เอ็ม 16x500 มม.,EA,61.7,พัสดุรอง,ใช้
1010110209,สลักเกลียว เอ็ม 16X600 มม.,EA,65.6,พัสดุรอง,ใช้
1010110300,สลักเกลียว เอ็ม 20x350 มม.,EA,75.6,พัสดุรอง,ใช้
1010110301,สลักเกลียว เอ็ม 20x400 มม.,EA,88,พัสดุรอง,ใช้
1010110302,สลักเกลียว เอ็ม 20x450 มม.,EA,100,พัสดุรอง,ใช้
1010110400,สลักเกลียวหัวหกเหลี่ยม เอ็ม 16x75 มม.,EA,24.7,พัสดุรอง,ใช้
1010110401,สลักเกลียวหัวหกเหลี่ยม เอ็ม 16x550 มม.,EA,81,พัสดุรอง,ใช้
1010110402,สลักเกลียวหัวหกเหลี่ยม เอ็ม 16x600 มม.,EA,87.2,พัสดุรอง,ใช้
1010110404,สลักเกลียวหัวหกเหลี่ยม เอ็ม 16x50 มม.,EA,23.1,พัสดุรอง,ใช้
1010120000,สลักเกลียวตลอด เอ็ม 16x400 มม.,EA,56.9,พัสดุรอง,ใช้
1010120001,สลักเกลียวตลอด เอ็ม 16x450 มม.,EA,64,พัสดุรอง,ใช้
1010120002,สลักเกลียวตลอด เอ็ม 16x500 มม.,EA,77.2,พัสดุรอง,ใช้
1010120004,สลักเกลียวตลอด เอ็ม 16x600 มม.,EA,81,พัสดุรอง,ใช้
1010120005,สลักเกลียวตลอด เอ็ม 16x650 มม.,EA,91,พัสดุรอง,ใช้
1010130000,สลักเกลียวห่วงกลม เอ็ม 16x400 มม.,EA,74.9,พัสดุรอง,ใช้
1010130001,สลักเกลียวห่วงกลม เอ็ม 16x450 มม.,EA,76.7,พัสดุรอง,ใช้
1010130002,สลักเกลียวห่วงกลม เอ็ม 16x500 มม.,EA,83.6,พัสดุรอง,ใช้
1010130003,สลักเกลียวห่วงกลม เอ็ม 16x600 มม.,EA,103,พัสดุรอง,ใช้
1010130005,สลักเกลียวห่วงกลม เอ็ม 16x650 มม.,EA,113,พัสดุรอง,ใช้
1010140001,สลักห่วงกลม เอ็ม 16x200 มม.,EA,52.3,พัสดุรอง,ใช้
1010140002,สลักห่วงกลม เอ็ม 16x250 มม.,EA,59.6,พัสดุรอง,ใช้
1010140003,สลักห่วงกลม เอ็ม 16x300 มม.,EA,70,พัสดุรอง,ใช้
1010150000,สลักห่วงโอแวล เอ็ม 16x150 มม.,EA,68.9,พัสดุรอง,ใช้
1010150001,สลักห่วงโอแวล เอ็ม 16x200 มม.,EA,78.4,พัสดุรอง,ใช้
1010150002,สลักห่วงโอแวล เอ็ม 16x350 มม.,EA,110,พัสดุรอง,ใช้
1010150100,สลักห่วงโอแวล เอ็ม 20x350 มม.,EA,190,พัสดุรอง,ใช้
1010150101,สลักห่วงโอแวล เอ็ม 20x450 มม.,EA,224,พัสดุรอง,ใช้
1010160000,สตับโบลท์ เอ็ม 24x600 มม.,EA,200,พัสดุรอง,ใช้
1010160001,สตับโบลท์ เอ็ม 24x800 มม.,EA,241,พัสดุรอง,ใช้
1010160002,"สตับโบลท์ เอ็ม 24x1,000 มม.",EA,284,พัสดุรอง,ใช้
1010160003,"สตับโบลท์ เอ็ม 24x1,250 มม.",EA,340,พัสดุรอง,ใช้
1010160004,"สตับโบลท์เอ็ม 24X1,600 มม.",EA,448,พัสดุรอง,ใช้
1010180001,นัทรูปห่วง เอ็ม 16 ดิน 582,EA,42.2,พัสดุรอง,ใช้
1010180002,นัทรูปห่วง เอ็ม 20,EA,169,พัสดุรอง,ใช้
1010180100,แหวนรองแบบเรียบ ประเภทจัตุรัสขนาดใหญ่ 52x52x4.5 มม.เส้นผ่านศูนย์กลางรู 18 มม.มอก.258,EA,4.95,พัสดุรอง,ใช้
1010180101,แหวนรองแบบเรียบ ประเภทจัตุรัสขนาดใหญ่ 62x62x6 มม.เส้นผ่านศูนย์กลางรู 22 มม.มอก.258,EA,9.9,พัสดุรอง,ใช้
1010180201,แหวนสี่เหลี่ยมโค้ง 60x60x5 มม. เส้นผ่านศูนย์กลางรู 22 มม.,EA,7.25,พัสดุรอง,ใช้
1010180301,แหวนรองแบบสปริง ขนาดระบุ 16 มม. ประเภทใช้งานทั่วไป มอก.259,EA,3.59,พัสดุรอง,ใช้
1010180302,แหวนรองแบบสปริง ขนาดระบุ 20 มม. ประเภทใช้งานทั่วไป มอก.259,EA,6.59,พัสดุรอง,ใช้
1010200001,เหล็กประกับไม้คอน ขนาด 30x6 มม. ยาว 760 มม.,EA,64.2,พัสดุรอง,ใช้
1010200002,"เหล็กประกับไม้คอน ขนาด 40x6 มม. ยาว 1,000 มม.",EA,112,พัสดุรอง,ใช้
1010200003,"เหล็กประกับไม้คอน ขนาด 50x10 มม. ยาว 1,950 มม.",EA,475,พัสดุรอง,ใช้
1010200004,"เหล็กประกับไม้คอน แบบท้าวแขน ขนาด 40x40x5 มม. ยาว 2,120 มม.",EA,388,พัสดุรอง,ใช้
1010200005,"เหล็กประกับไม้คอน แบบท้าวแขน ขนาด 50x50x6 มม. ยาว 2,350 มม.",EA,460,พัสดุรอง,ใช้
1010200007,"เหล็กฉากรับคอนสาย ขนาด 50x50x6 มม. ช่วงกว้าง 1,800 มม. ดรอพ 450 มม.",EA,460,พัสดุรอง,ใช้
1010200009,เหล็กประกับคอนสาย 50x50x6 มม.ยาว 1 เมตร,EA,252,พัสดุรอง,ใช้
1010210000,"ก้านสมอบก แบบห่วงกลม เอ็ม 16 ยาว 2,000 มม. (แบบ arc welded oval eye)",EA,236,พัสดุรอง,ไม่ใช้
1010210003,"ก้านสมอบก แบบห่วงสองร่อง เอ็ม 20 ยาว 2,500 มม.",EA,465,พัสดุรอง,ไม่ใช้
1010210004,"ก้านสมอบก แบบห่วงสองร่อง เอ็ม 24 ยาว 2,500 มม.",EA,687,พัสดุรอง,ไม่ใช้
1010210200,สลักห่วง แบบธรรมดาเดี่ยว เอ็ม 16x350 มม.,EA,63.8,พัสดุรอง,ใช้
1010210201,สลักห่วง แบบธรรมดาเดี่ยว 45 องศา เอ็ม 16x250 มม.,EA,60.7,พัสดุรอง,ใช้
1010210202,สลักห่วง แบบธรรมดาเดี่ยว 45 องศา เอ็ม 16x350 มม.,EA,94.8,พัสดุรอง,ใช้
1010210203,สลักห่วง แบบธรรมดาเดี่ยว 45 องศา เอ็ม 20x350 มม.,EA,128,พัสดุรอง,ใช้
1010210300,แผ่นห่วง สำหรับสายยึดโยง 30 องศา,EA,33.3,พัสดุรอง,ใช้
1010210304,กายทิมเบิ้ล สำหรับสายยึดโยง 50-95 ต.มม.,EA,8.62,พัสดุรอง,ใช้
1010220002,กราวด์ร็อด ขนาด 60x60x5 มม.ยาว 2 เมตร,EA,460,พัสดุรอง,ใช้
1010220010,"สายดิน แบบแผ่นเหล็ก 30x3.5x10,000 มม. ",M,59.5,พัสดุรอง,ใช้
1010230000,ยูแคล้มป์ สลัก 1 ตัว เอ็ม 8 (ไวร์ โร๊ป คลิ้ฟ),EA,7.92,พัสดุรอง,ใช้
1010230001,ยูแคล้มป์ สลักคู่ เอ็ม 16 (ไวร์ โร๊ป คลิ้ฟ),EA,45.4,พัสดุรอง,ใช้
1010230003,แคล้มป์ สลัก 3 ตัว สำหรับลวดเหล็กตีเกลียว 35 ต.มม.,EA,97.1,พัสดุรอง,ใช้
1010230201,กราวด์วายร์แคล้มป์ สำหรับเสาคอนกรีต,EA,225,พัสดุรอง,ใช้
1010230203,กราวด์วายร์แคล้มป์ สำหรับเหล็กฉากรับสายล่อฟ้า,EA,209,พัสดุรอง,ใช้
1010230205,กราวด์วายร์แคล้มป์ แบบ เจ 1152,EA,21.4,พัสดุรอง,ใช้
1020180001,"เทปไฟฟ้าพีวีซี.ใช้ภายนอกม้วนขนาด 0.18x19x10,000 มม.มอก.386",EA,6.21,พัสดุรอง,ใช้
1020200000,ลวดอลูมิเนียมแบน 1x10 มม.,KG,252,พัสดุรอง,ใช้
1020200002,ลวดอลูมิเนียมกลม 4.0 มม.,KG,203,พัสดุรอง,ใช้
1020200003,COVERED TIE WIRE.AL.4.0 MM.,M,9.71,พัสดุรอง,ใช้
1020220107,ปรีฟอร์มอาร์เมอร์รอด สำหรับสายอลูมิเนียมหรืออลูมิเนียมอัลลอย 185 ต.มม.,EA,272,พัสดุรอง,ใช้
1020220109,ปรีฟอร์มอาร์เมอร์รอด สำหรับสายอลูมิเนียมหรืออลูมิเนียมอัลลอย 400 ต.มม.,EA,760,พัสดุรอง,ใช้
1020230003,ARMOR-GRIP.PREFORMED.OPGW.CONCRETE POLE,EA,"2,939.00",พัสดุรอง,ใช้
1020230004,ARMOR-GRIP.PREFORMED.OPGW.BEYONET,EA,"3,051.00",พัสดุรอง,ใช้
1020240000,ปรีฟอร์มแยกสาย สำหรับสายอลูมิเนียม 400 ต.มม.,EA,274,พัสดุรอง,ใช้
1020250300,PREFORMED D/E. OPGW.DIA. 14 MM.,EA,542,พัสดุรอง,ใช้
1020260201,ปรีฟอร์มเข้าปลายสายเคเบิลสำหรับเคเบิลอากาศ 22 เควี 185 ต.มม.และ 33 เควี 120 ต.มม.,EA,133,พัสดุรอง,ใช้
1020260202,"PREFORMED D/E,SAC 22KV 50SQ.MM. 21.80MM",EA,60,พัสดุรอง,ใช้
1020260205,"PREFORMED D/E,SAC 22KV 185SQ.MM. 29.78MM",EA,151,พัสดุรอง,ใช้
1020260206,"PREFORMED D/E,SAC 33KV 50SQ.MM. 26.46MM",EA,60,พัสดุรอง,ใช้
1020260209,"PREFORMED D/E,SAC 33KV 185SQ.MM. 34.44MM",EA,160,พัสดุรอง,ใช้
1020300101,พีจี. คอนเนคเตอร์สลักคู่ สำหรับสายอลูมิเนียม-อลูมิเนียมอัลลอย และ อลูมิเนียมแกนเหล็ก 16-70 ต.มม.,EA,18.7,พัสดุรอง,ใช้
1020300102,พีจี. คอนเนคเตอร์สลักคู่ สำหรับสายอลูมิเนียม อลูมิเนียมอัลลอย และ อลูมิเนียมแกนเหล็ก 25-95 ต.มม.,EA,20.4,พัสดุรอง,ใช้
1020300103,พีจี. คอนเนคเตอร์ 3 สลัก สำหรับสายอลูมิเนียม อลูมิเนียมอัลลอย และ อลูมิเนียมแกนเหล็ก 70-185 ต.มม.,EA,70.4,พัสดุรอง,ใช้
1020300303,CONN.PG.TRIPLE BOLT.OPGW.CONCRETE POLE,EA,659,พัสดุรอง,ใช้
1020330005,"HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.",EA,645,พัสดุรอง,ใช้
1020330006,"HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.",EA,743,พัสดุรอง,ใช้
1020330101,ฮอทไลน์แคล้มป์ สำหรับสายเมนอลูมิเนียม 50-120 ต.มม. สายแยกอลูมิเนียม/ทองแดง 35-95 ต.มม.,EA,188,พัสดุรอง,ใช้
1020330104,"HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.",EA,603,พัสดุรอง,ใช้
1020400002,หลอดต่อสายชนิดบีบ รับแรงดึงสายอลูมิเนียม 50 ต.มม.,EA,13.8,พัสดุรอง,ใช้
1020400004,หลอดต่อสายชนิดบีบ รับแรงดึงสายอลูมิเนียม 95 ต.มม.,EA,28.7,พัสดุรอง,ใช้
1020400007,หลอดต่อสายชนิดบีบ รับแรงดึงสายอลูมิเนียม 185 ต.มม.,EA,61.6,พัสดุรอง,ใช้
1020400009,หลอดต่อสายชนิดบีบ รับแรงดึงสายอลูมิเนียม 400 ต.มม.,EA,211,พัสดุรอง,ใช้
1020400102,หลอดต่อสายชนิดบีบ รับแรงดึงสายอลูมิเนียมแกนเหล็ก 50/8 ต.มม.,EA,57.5,พัสดุรอง,ใช้
1020410002,หลอดต่อสายชนิดบีบ ไม่รับแรงดึงสายอลูมิเนียม 50 ต.มม.,EA,8.79,พัสดุรอง,ใช้
1020410004,หลอดต่อสายชนิดบีบ ไม่รับแรงดึงสายอลูมิเนียม 95 ต.มม.,EA,21.2,พัสดุรอง,ใช้
1020410007,หลอดต่อสายชนิดบีบ ไม่รับแรงดึงสายอลูมิเนียม 185 ต.มม.,EA,26.4,พัสดุรอง,ใช้
1020410009,หลอดต่อสายชนิดบีบ ไม่รับแรงดึงสายอลูมิเนียม 400 ต.มม.,EA,150,พัสดุรอง,ใช้
1020410102,หลอดต่อสายชนิดบีบ ไม่รับแรงดึง สายอลูมิเนียม แกนเหล็ก 50/8 ต.มม.,EA,9.38,พัสดุรอง,ใช้
1020420102,หางปลา เจาะรูตามมาตรฐานเนม่า สำหรับสายอลูมิเนียม 50 ต.มม.,EA,10.7,พัสดุรอง,ใช้
1020420104,หางปลา เจาะรูตามมาตรฐานเนม่า สำหรับสายอลูมิเนียม 95 ต.มม.,EA,23.5,พัสดุรอง,ใช้
1020420106,หางปลา เจาะรูตามมาตรฐานเนม่า สำหรับสายอลูมิเนียม 185 ต.มม.,EA,35.2,พัสดุรอง,ใช้
1020420201,หางปลา เจาะรู 4 รู ตามมาตรฐานเนม่า สำหรับสายอลูมิเนียม 400 ต.มม.,EA,270,พัสดุรอง,ใช้
1020420302,หางปลาแบบ 15 องศา เจาะ 4 รู ตามมาตรฐานเนม่า สำหรับสายอลูมิเนียม 400 ต.มม.,EA,293,พัสดุรอง,ใช้
1020420400,สลักต่อปลายสายเข้าอุปกรณ์ไฟฟ้าสำหรับสายอลูมิเนียม ขนาด 50 ต.มม.,EA,35.2,พัสดุรอง,ใช้
1020430001,แคล้มป์เข้าปลายสาย แบบบีบหัวต่อเดียว สำหรับสายอลูมิเนียม 400 ต.มม.,EA,584,พัสดุรอง,ใช้
1020430101,แคล้มป์เข้าปลายสาย แบบบีบหัวต่อคู่ สำหรับสายอลูมิเนียม 400 ต.มม.,EA,602,พัสดุรอง,ใช้
1020440102,กายแคล้มป์สลัก 3 ตัว,EA,93.4,พัสดุรอง,ใช้
1020440103,ห่วงแขวนเคเบิลสเปเซอร์,EA,19.2,พัสดุรอง,ใช้
1020440105,เหล็กคอนเคเบิลอากาศทางตรง,EA,341,พัสดุรอง,ใช้
1020440106,ห่วงรัดสายเคเบิลสำหรับเคเบิลสเปเซอร์ชนิดโพลีเอทีลีน พัสดุเลขที่ 02440000,EA,31.1,พัสดุรอง,ใช้
1020440112,เหล็กคอนเคเบิลอากาศทางโค้ง ระบบ 22 เควี,EA,"1,297.00",พัสดุรอง,ใช้
1020440121,"BRACKET, SAC CORNER SUPPORT, 33 KV",EA,"1,535.00",พัสดุรอง,ใช้
1020440113,ห่วงรัดสายเคเบิลอากาศ 22 เควี 50 ต.มม. สำหรับลูกถ้วยแยกสายไฟฟ้า : พอร์ซเลน,EA,31.1,พัสดุรอง,ใช้
1020440114,ห่วงรัดสายเคเบิลอากาศ 22 เควี 95 ต.มม. และ 33 เควี 50 ต.มม. สำหรับลูกถ้วยแยกสายไฟฟ้า : พอร์ซเลน,EA,31.1,พัสดุรอง,ใช้
1020440115,ห่วงรัดสายเคเบิลอากาศ 22 เควี 120 ต.มม. สำหรับลูกถ้วยแยกสายไฟฟ้า : พอร์ซเลน,EA,31.1,พัสดุรอง,ใช้
1020440116,ห่วงรัดสายเคเบิลอากาศ 22 เควี 185 ต.มม. 33 เควี 120 ต.มม. สำหรับลูกถ้วยแยกสายไฟฟ้า : พอร์ซเลน,EA,31.1,พัสดุรอง,ใช้
1020440117,"ห่วงรัดสายเคเบิลอากาศ 33 เควี 185 ต.มม. สำหรับลูกถ้วยแยกสายไฟฟ้า :
พอร์ซเลน",EA,31.1,พัสดุรอง,ใช้
1020440119,ห่วงรัดสายเคเบิลอากาศแบบยืดหยุ่น,EA,29.3,พัสดุรอง,ใช้
1020500004,คอนเนคเตอร์แบบที สำหรับอลูมิเนียมสายเมน 400 ต.มม.สายแยก 95-185 ต.มม.,EA,"1,177.00",พัสดุรอง,ใช้
1020500005,คอนเนคเตอร์แบบที สำหรับต่อสายเมน 400 ต.มม.  กับสายแยก  185-240 ต.มม.,EA,"1,177.00",พัสดุรอง,ใช้
1020500006,คอนเนคเตอร์แบบที สำหรับอลูมิเนียมสายเมน 400 ต.มม. สายแยก 400 ต.มม.,EA,"1,177.00",พัสดุรอง,ใช้
1020500010,คอนเนคเตอร์แบบที สำหรับต่อสายอลูมิเนียม 400 ต.มม. กับแผ่นรองชนิด 4 รู,EA,"1,268.00",พัสดุรอง,ใช้
1020500100,คอนเนคเตอร์แบบที ชนิดบีบ สำหรับอลูมิเนียมสายเมน 400 ต.มม.กับแผ่นรองชนิด 4 รู,EA,893,พัสดุรอง,ใช้
1020570106,"แคล้มป์จับสาย ชนิดสายไฟฟ้าคู่ สำหรับสายอลูมิเนียม 400 ต.มม. 
ใช้ประกอบลูกถ้วยแบบโพสท์ 115 เควี ติดดั้งในแนวนอน",EA,"2,052.00",พัสดุรอง,ใช้
1030110000,สเตรนแคล้มป์แบบตรงอลูมิเนียม 35-70 ต.มม.อลูมิเนียมแกนเหล็ก 35-50 ต.มม.,EA,116,พัสดุรอง,ใช้
1030110004,สเตรนแคล้มป์แบบตรงสำหรับสายอลูมิเนียม 185 ต.มม.,EA,194,พัสดุรอง,ใช้
1030110007,สเตรนแคล้มป์แบบตรงสำหรับสายอลูมิเนียมแกนเหล็ก 120-185 ต.มม.,EA,481,พัสดุรอง,ใช้
1030110103,สเตรนแคล้มป์พร้อมแคล้มป์ปิ้งคีปเปอร์ สำหรับสายอลูมิเนียม 400 ต.มม.,EA,805,พัสดุรอง,ใช้
1030120002,แคล้มป์แขวน สำหรับสายอลูมิเนียม 400 ต.มม.,EA,286,พัสดุรอง,ใช้
1030130000,แร็ค 2x200 มม.แบบหลังยื่น,EA,120,พัสดุรอง,ใช้
1030130001,แร็ค 3x200 มม.แบบหลังยื่น,EA,204,พัสดุรอง,ใช้
1030130002,แร็ค 4x200 มม.แบบหลังยื่น,EA,277,พัสดุรอง,ใช้
1030130100,ที่จับลูกรอก สำหรับลูกรอกแรงต่ำแบบ ข(แบบ 53-2)มอก.227,EA,55.8,พัสดุรอง,ใช้
1030140000,ข้อต่อแบบ เคลวิส-อาย,EA,96.2,พัสดุรอง,ใช้
1030140001,ข้อต่อแบบ บอล-เคลวิส ANSI แบบ K,EA,195,พัสดุรอง,ใช้
1030140002,ข้อต่อแขวนแบบหัวกลม,EA,87.5,พัสดุรอง,ใช้
1030140003,ข้อต่อแบบซ็อคเก็ต-อาย,EA,102,พัสดุรอง,ใช้
1030140004,ข้อต่อแบบ วาย-เคลวิส-บอล,EA,160,พัสดุรอง,ใช้
1030140005,ข้อต่อแบบ บอล-เคลวิส ANSI แบบ B,EA,102,พัสดุรอง,ใช้
1030140006,ข้อต่อแบบซ็อคเก็ต-เคลวิส ANSI แบบ B,EA,112,พัสดุรอง,ใช้
1030140007,ข้อต่อแบบซ็อคเก็ต-เคลวิส ANSI แบบ K,EA,225,พัสดุรอง,ใช้
1030140011,ทิมเบิลเคลวิส สำหรับปรีฟอร์มเข้าปลายสาย,EA,39.3,พัสดุรอง,ใช้
1030140012,ที่แขวนลูกถ้วยทางโค้ง,EA,219,พัสดุรอง,ใช้
1030140013,แผ่นเหล็กแยกสาย สำหรับสายอลูมิเนียม 400 ต.มม.,EA,189,พัสดุรอง,ใช้
1040020008,เอชอาร์ซี ฟิวส์แรงต่ำ 350-355 แอมป์ ดิน 43620 เบอร์ 2 หรือ บีเอส 88,EA,177,พัสดุรอง,ใช้
1040020100,ฟิวส์สวิตช์แรงต่ำ 1x400 แอมป์ 500 โวลท์,EA,620,พัสดุรอง,ใช้
1040030002,ฟิวส์ลิงค์ 22 เควี 3 แอมป์ EEI-NEMA แบบ K หรือแบบไฮเซิจ,EA,50,พัสดุรอง,ใช้
1040030003,ฟิวส์ลิงค์ 22 เควี 5-6 แอมป์ EEI-NEMA แบบ K หรือแบบไฮเซิจสำหรับ 5 แอมป์,EA,52,พัสดุรอง,ใช้
1040030004,ฟิวส์ลิงค์ 22 เควี 8 แอมป์ EEI-NEMA แบบ K,EA,52.1,พัสดุรอง,ใช้
1040030005,ฟิวส์ลิงค์ 22 เควี 10 แอมป์ EEI-NEMA แบบ K,EA,52.7,พัสดุรอง,ใช้
1040030006,ฟิวส์ลิงค์ 22 เควี 15 แอมป์ EEI-NEMA แบบ K,EA,53.4,พัสดุรอง,ใช้
1040030007,ฟิวส์ลิงค์ 22 เควี 20 แอมป์ EEI-NEMA แบบ K,EA,57.7,พัสดุรอง,ใช้
1040030008,ฟิวส์ลิงค์ 22 เควี 25 แอมป์ EEI-NEMA แบบ K,EA,60.2,พัสดุรอง,ใช้
1040030009,ฟิวส์ลิงค์ 22 เควี 30 แอมป์ EEI-NEMA แบบ K,EA,63.3,พัสดุรอง,ใช้
1040030010,ฟิวส์ลิงค์ 22 เควี 40 แอมป์ EEI-NEMA แบบ K,EA,69.5,พัสดุรอง,ใช้
1040030011,ฟิวส์ลิงค์ 22 เควี 50 แอมป์ EEI-NEMA แบบ K,EA,127,พัสดุรอง,ใช้
1040030012,ฟิวส์ลิงค์ 22 เควี 65 แอมป์ EEI-NEMA แบบบ K,EA,196,พัสดุรอง,ใช้
1040030102,ฟิวส์ลิงค์ 33 เควี 3 แอมป์ EEI-NEMA แบบ K หรือแบบไฮเซิจ,EA,112,พัสดุรอง,ใช้
1040030103,ฟิวส์ลิงค์ 33 เควี 5-6 แอมป์ EEI-NEMA แบบ K หรือแบบไฮเซิจสำหรับ 5 แอมป์,EA,112,พัสดุรอง,ใช้
